name,trade_name,cvm_code,about,b3_issuer_code,website,main_activity
Trevisa Investimentos S.A.,Trevisa,8192,"A Trevisa Investimentos é uma holding que controla empresas, sendo sua principal atividade o transporte hidroviário de granéis e cargas através da Navegação Aliança Ltda. Além disso, a empresa loca áreas comerciais em seu prédio-sede em Porto Alegre. Fundada em 1930 como Luchsinger, Madörin & Cia Ltda, a Trevisa atuou pioneiramente no setor de fertilizantes no Brasil e ao longo dos anos expandiu seus negócios para reflorestamento e navegação. Atualmente, a empresa está listada na bolsa de valores no setor de Bens Industriais e no segmento de Transporte Hidroviário.",LUXM,http://www.trevisa.com.br,Part. Capital Outras Empresas Qualquer Setor Económico. locação de Conjuntos Comerciais.
Mangels Industrial S.A.,Mangels,8397,,MGEL,https://mangels.com.br,Produção de Relaminados. Trefilados E Perfilados de Aço. Exceto Arames.
Manufatura de Brinquedos Estrela S.A.,Estrela,8427,,ESTR,http://www.estrela.com.br,Fabricação de Brinquedos E Jogos Recreativos
Marcopolo S.A.,Marcopolo,8451,"A Marcopolo é uma empresa brasileira líder na fabricação de carrocerias de ônibus, com sede em Caxias do Sul, no Rio Grande do Sul. Com mais de 10 fábricas espalhadas pelo mundo, seus ônibus estão presentes em mais de 140 países, tornando-a a maior encarroçadora da América Latina e a terceira maior do mundo. Fundada em 1949 pelos irmãos Nicola, a empresa produziu seu primeiro ônibus de madeira sobre uma estrutura de alumínio, e desde então, vem inovando e se destacando no mercado de transporte de passageiros. Com uma história de sucesso e crescimento, a Marcopolo é uma referência no setor de transporte de passageiros em todo o mundo.",POMO,https://ri.marcopolo.com.br,Indústria E Comércio de ónibus E Carrocerias Para ónibus. Suas Partes. Peças E Componentes
Mercantil do Brasil Financeira S.A. CFI,Mercantil do Brasil Financeira,8540,,MERC,http://www.mercantildobrasil.com.br,Crédito. Financiamento E Investimentos
Mahle Metal Leve S.A.,Mahle Metal Leve,8575,,LEVE,http://www.mahle.com.br,Industria E Comércio de Peças E Componentes Para Motores A Combustão
Metalgráfica Iguaçu S.A.,Metalgráfica Iguaçu,8605,,MTIG,http://www.metaliguacu.com.br,Fabrica de Embalagens Metálicas Para Alimentos
Metalúrgica Gerdau S.A.,Metalúrgica Gerdau,8656,"A Metalúrgica Gerdau é uma empresa brasileira de participações que controla a Gerdau S.A., uma das maiores empresas do mundo na produção e exploração comercial de produtos de ferro, aço e outros metais. Com atuação em diversos países, a Gerdau é uma referência no setor e a Metalúrgica Gerdau é responsável por gerir e controlar as ações da empresa. Com uma participação de 97,55% das ações ordinárias e 33,34% das ações totais da Gerdau S.A., a Metalúrgica Gerdau é uma das principais empresas do setor metalúrgico no Brasil e no mundo.",GOAU,https://ri.gerdau.com,Participação E Administração
Jereissati Participações S.A.,Jereissati Participações,8672,,IGTI,http://www.jereissati.com.br,Exploração Comercial. Adminstração E Planejamento de Shopping Centers (conforme Artigo 3o. Do Estatuto Social)
Metisa Metalúrgica Timboense S.A.,Metisa,8753,,MTSA,http://www.metisa.com.br,Fabricação de Máquinas E Equipamentos Para A Agricultura E Pecuária. Peças E Acessórios. Exceto Para Irrigação.
Minasmáquinas S.A.,Minasmáquinas,8818,"A Minasmáquinas S.A. é uma empresa líder em seu setor, com mais de 50 anos de história e reconhecimento no mercado. Como a mais tradicional concessionária Mercedes-Benz em Minas Gerais, a empresa tem sido reconhecida repetidamente pela excelência em seus serviços. Além disso, a empresa tem crescido constantemente, adquirindo concessionárias em diferentes cidades de Minas Gerais e inaugurando novas filiais, como a de Divinópolis em 2009 e Conselheiro Lafaiete em 2020. Com o seu recente sucesso e expansão, a Minasmáquinas continua a consolidar sua posição como um importante grupo econômico em Minas Gerais e no Brasil.",MMAQ,https://www.minasmaquinas.com.br,Comércio de Veículos. Peças E Serviços (concessionária Mercedes-benz)
Monteiro Aranha S.A.,Monteiro Aranha,8893,"O Grupo Monteiro Aranha é uma empresa brasileira com mais de 100 anos de história, atuando em diversos setores, como papel e celulose, energia, imobiliário, entre outros. Fundada em 1918, a empresa é uma das mais tradicionais e respeitadas do país, com uma forte presença em diversos segmentos da economia. Com uma visão de longo prazo e uma forte cultura de inovação, o Grupo Monteiro Aranha é uma das principais referências do setor empresarial brasileiro.",MOAR,http://www.monteiroaranha.com.br,Holding - Participação Societária
Suzano Holding S.A.,Suzano Hold,9067,,NEMO,http://www.suzano.com.br,Sociedade Holding - Participação Como Acionista Ou Quotista No Capital Social de Outras Sociedades
Nordon Indústrias Metalúrgicas S.A.,Nordon,9083,,NORD,http://www.nordon.ind.br,A Sociedade Tem Como Atividade Operacional Preponderante A Produção de Bens de Capital Destinados Ao Mercado Interno E Externo Para Os Setores Químico. Petrolífero. Petroquímico. Criogenia. Alimentíci
Dimed S.A. Distribuidora de Medicamentos,Dimed,9342,,PNVL,http://www.panvel.com.br,Comercio Atacadista E Varejista de Medicamentos E Produtos de Perfumaria E Toucador
Paranapanema S.A.,Paranapanema,9393,"A Paranapanema, fundada em maio de 1961, é uma empresa líder no segmento de siderurgia. A empresa atua no refino e manufatura de ligas de cobre, sendo responsável por mais de de 90% da produção nacional de cobre. Seus principais produtos incluem catodos, vergalhões, fios e trefilados, tubos industriais, barras de cobre, hidrolar, conexões e coprodutos obtidos do processo de fundição do cobre, como o ácido sulfúrico. A empresa possui três unidades industriais e três centros de distribuição, com uma ampla capacidade produtiva. Além da venda direta de produtos de cobre, a Paranapanema também comercializa os subprodutos resultantes do processo de coleta e refinamento.",PMAM,https://ri.paranapanema.com.br,Metalurgia Do Cobre E Suas Ligas
São Paulo Turismo S.A.,São Paulo Turismo,9415,,AHEB,http://www.spturis.com,Cessão de áreas Para Eventos
Petróleo Brasileiro S.A.,Petrobras,9512,"A Petrobras é uma empresa estatal de economia mista, com sede no Rio de Janeiro, que atua no segmento de energia, prioritariamente nas áreas de exploração, produção, refino, comercialização e transporte de petróleo, gás natural e seus derivados. A empresa é líder mundial no desenvolvimento de tecnologia avançada para a exploração petrolífera em águas profundas e ultraprofundas, e é proprietária de refinarias, petroleiros e uma grande distribuidora de derivados de petróleo. A Petrobras é uma das maiores empresas do mundo em valor de mercado e em produção de petróleo, e é uma das principais empresas do Brasil.",PETR,https://www.investidorpetrobras.com.br,Pesquisa. Lavra. Refinação. Processamento. Comércio E Transporte de Petróleo. de Seus Derivados. de Gás Natural E de Outros Hidrocarbonetos Fluidos. Além Das Atividades Vinculadas à Energia.
Pettenati S.A - Indústria Têxtil,Pettenati,9539,,PTNT,http://www.pettenati.com.br,
Alfa Holdings S.A.,Alfa Holdings,9954,,RPAD,http://www.alfanet.com.br,Emp. Adm. Part. - Intermediação Financeira
Refinaria de Petróleos de Manguinhos S.A.,Refinaria de Manguinhos,9989,"A Refinaria de Manguinhos é uma empresa brasileira de refino de petróleo localizada no Rio de Janeiro. Fundada em 1954, a empresa passou por diversas mudanças de controle acionário ao longo de sua história. Atualmente, é controlada pelo Grupo Andrade Magro, que investiu na modernização de sua infraestrutura de refino e tancagem. A empresa é responsável pela produção de gasolina, óleo diesel, gás liquefeito de petróleo e óleos combustíveis, além de comercialização e distribuição de derivados de petróleo. A Refinaria de Manguinhos emprega cerca de 300 pessoas e é uma das principais refinarias de petróleo do Rio de Janeiro.",RPMG,http://www.refinariademanguinhos.com,Fabricação de Produtos de Refino de Petróleo.
Alpargatas S.A.,Alpargatas,10456,"A Alpargatas S.A. é uma indústria brasileira de calçados e lonas, fundada em 1907 pelo escocês Robert Fraser. A empresa é conhecida por suas marcas populares, como as sandálias Havaianas e os chinelos Dupé. Ao longo dos anos, a Alpargatas superou diversas dificuldades e se tornou uma das maiores indústrias calçadistas do Brasil.",ALPA,https://ri.alpargatas.com.br,Indústria E Comércio de Calçados E Artigos Esportivos
Saraiva Livreiros S.A.,Saraiva,10472,"A Saraiva é uma rede de livrarias brasileira fundada em 1914 por Joaquim Inácio da Fonseca Saraiva, com sede em São Paulo. Em 2008, adquiriu a Livraria Siciliano e passou a ter 20% do mercado livreiro brasileiro. No entanto, desde 2018, a rede está em processo de recuperação judicial, tendo fechado muitas lojas e enfrentado dificuldades financeiras. Em 2020, a rede encerrou mais lojas e teve uma queda significativa na receita. Ainda assim, a Saraiva permanece como uma importante rede de livrarias no Brasil, com 39 lojas físicas e um ambiente virtual de vendas.",SLED,https://www.saraivari.com.br,Edição. Indústria E Comércio de Livros E Publicações em Geral.
Sondotécnica Engenharia de Solos S.A.,Sondotécnica,10880,,SOND,http://www.sondotecnica.com.br,Serviços de Engenharia.
WLM Participações e Comércio de Máquinas e Veículos S.A.,WLM,11070,,WLMM,http://www.wlm.com.br,Comércio A Varejo E Por Atacado de Caminhões. Automóveis. Camionetas. Utilitários Novos E Usados. Máquinas. Equipamentos. Instalação E Manutenção. Holding de Instituições Não-financeira.
Tecnosolo S.A.,Tecnosolo,11207,,TCNO,http://www.tecnosolo.com.br,
Teka Tecelagem Kuehnrich S.A.,Teka,11223,,TEKA,http://www.teka.com.br,Fabricação de Artigos de Cama. Mesa E Banho
Tekno S.A. Indústria e Comércio,Tekno,11231,,TKNO,http://www.tekno.com.br,Pintura de Bobinas E Chapas Metálicas
Telecomunicações Brasileiras S.A.,Telebras,11258,"A Telebras é uma empresa estatal federal brasileira criada em 1972. A empresa teve um monopólio no setor de telecomunicações do país até 1998, quando foi desativada após processos de privatização. Em 2010, a empresa foi recriada para gerir o Plano Nacional de Banda Larga e as infraestruturas de fibra ótica da Petrobras e da Eletrobras. A Telebras tem três funções: uma função social, para implementação de políticas de acessibilidade para população por meio de projetos de inclusão digital; uma função de segurança de dados para a soberania nacional; e uma função estratégica, que permite a realização de conexões em situações de emergência pública.",TELB,https://www.telebras.com.br/investidores,Consecução E Execução Das Políticas Públicas de Telecomunicação (decreto 9.612/2018).
Oi S.A.,Oi,11312,"A Oi é uma empresa brasileira que atua no setor de telecomunicações, sendo a maior operadora de telefonia fixa do país e uma das maiores da América do Sul. Além disso, a empresa oferece serviços de televisão por assinatura e internet banda larga. A Oi possui concessões para a oferta de serviços de telefonia fixa em 25 estados brasileiros, além do Distrito Federal, e atua também em Moçambique, através do Oi Futuro. Em 2010, a Oi adquiriu a Portugal Telecom, mas vendeu os ativos operacionais portugueses em 2015 para a empresa de telecomunicações neerlandesa Altice. Em dezembro de 2020, um consórcio formado por Vivo, TIM e Claro comprou os ativos móveis da Oi por R$16,5 bilhões.",OIBR,https://ri.oi.com.br,
Tronox Pigmentos do Brasil S.A.,Tronox Pigmentos,11398,,CRPG,http://www.cristal-al.com.br,Produção E O Comércio de Produtos Químicos. Especialmente Pigmento Branco de Titânio E Seus Subprodutos.
Unipar Carbocloro S.A.,Unipar,11592,"A Unipar Carbocloro é uma empresa química brasileira que fabrica cloro, soda e derivados para usos industriais. Fundada em 1969, a empresa passou por um processo de consolidação nos anos 1980 e 1990 e, a partir dos anos 2000, iniciou um período de ampliações. Em 2016, a empresa adquiriu a Solvay Indupa, tornando-se uma das empresas petroquímicas mais importantes no Mercosul. Além disso, a Unipar Carbocloro possui um programa permanente de visitas às suas instalações, chamado Fábrica Aberta, que tem como objetivo ampliar a transparência entre a empresa e a comunidade local.",UNIP,https://ri.unipar.com,Atuar No Setor de Soda. Cloro E Derivados. Podendo Participar Como Sócia Ou Acionista de Outras Sociedades. Direta Ou Indiretamente. Inclusive Por Meio de Fundos de Investimentos.
Vulcabras S.A.,Vulcabras,11762,"A Vulcabras-Azaleia é uma empresa brasileira líder no setor calçadista, com mais de 17 mil colaboradores e um portfólio de marcas esportivas que atendem diferentes perfis de consumidores e suas necessidades. Suas marcas incluem Mizuno, Olympikus, Under Armour e Botas Vulcabras, e a empresa está presente em mais de 19 mil pontos de venda no Brasil e em mais de 15 países, com uma atuação mais forte na América Latina. Com a aquisição da operação da Mizuno no Brasil em 2021, a Vulcabras se consolida como a maior gestora de marcas esportivas do país, oferecendo produtos que atendem a todos os perfis de consumidores e atletas e suas respectivas necessidades. Além disso, a empresa possui um Centro de Tecnologia e Desenvolvimento de calçados, o maior da América Latina, que possibilita a criação de produtos inovadores e de alta qualidade.",VULC,http://www.vulcabrasazaleiari.com.br,Representantes Comerciais E Agentes Do Comércio de Têxteis. Vestuário. Calçados E Artigos de Viagem.
Iochpe-Maxion S.A.,Iochpe-Maxion,11932,"A Iochpe-Maxion, fundada em 1918 por Salomão Ioschpe, é uma empresa global líder na produção de rodas automotivas e componentes estruturais automotivos nas Américas. A empresa começou no ramo madeireiro e, ao longo do tempo, diversificou as atividades para o setor financeiro e, posteriormente, para o setor industrial. Com duas divisões, Maxion Wheels e Maxion Structural Components, a empresa produz rodas de aço para veículos leves, comerciais e máquinas agrícolas, rodas de alumínio para veículos leves, longarinas, travessas e chassis montados para veículos comerciais e conjuntos estruturais para veículos leves.",MYPK,https://www.iochpe.com.br,Fabricação E Comercialização de Produtos Do Setor Automotivo E Equipamentos Ferroviários.
Azevedo & Travassos S.A.,Azevedo & Travassos,11975,,AZEV,http://www.azevedotravassos.com.br,Execução de Obras de Construção Pesada Junto à Orgãos Púbicos.
Wetzel S.A.,Wetzel,11991,,MWET,http://www.wetzel.com.br,Fabricação de Peças E Acessórios Para Sistema Motor de Veículos Automotores
Bombril S.A.,Bombril,12190,"A Bombril S/A é uma empresa brasileira que se destaca no mercado de produtos de higiene e limpeza doméstica. Fundada em 1948 em São Paulo, a empresa é conhecida por sua lã de aço, que se tornou um sinônimo do produto no país. Com o sucesso da lã de aço, a Bombril passou a diversificar seu portfólio, oferecendo uma ampla variedade de soluções de limpeza. Com uma história de mais de 70 anos, a Bombril é uma empresa reconhecida por sua qualidade e inovação, e é uma das marcas mais conhecidas e respeitadas do mercado brasileiro.",BOBR,http://www.bombril.com.br,1080
Blue Tech Solutions EQI S.A.,Blue Tech Solutions,12319,,BLUT,http://www.industriasjbduarte.com.br,
Recrusul S.A.,Recrusul,12572,"A Recrusul é uma empresa brasileira, fundada em 1954 na cidade de Marcelino Ramos, RS. Inicialmente, fabricava refrigeradores comerciais, sorveteiras e balcões frigoríficos, mas a partir de 1958 começou a produzir carrocerias frigoríficas e câmaras frigoríficas moduladas. Em 1965, mudou-se para Sapucaia do Sul, RS, onde se encontra atualmente. Ao longo dos anos, a empresa passou por diversas mudanças, incluindo a transformação de sociedade por quotas em sociedade por ações em 1970 e a abertura de capital em 1985. A partir de 2008, a empresa passou por diversas etapas de reestruturação, incluindo a decisão estratégica de focar seus negócios no setor de implementos rodoviários.",RCSL,https://www.recrusul.com.br,Produção E Comercialização de Implementos Rodoviários E Equipamentos Para Refrigeração Industrial.
Klabin S.A.,Klabin,12653,"A Klabin é uma empresa brasileira líder na produção e exportação de papéis, com foco na produção de celulose, papéis e cartões para embalagens, embalagens de papelão ondulado e sacos industriais. A empresa é certificada pelo Forest Stewardship Council (FSC) e possui 24 unidades industriais, distribuídas por dez estados no Brasil e uma na Argentina. Além disso, a Klabin conta com 400,4 mil hectares de florestas no Paraná, Santa Catarina e São Paulo, sendo 253,4 mil hectares apenas de reflorestamentos e 236,7 de áreas nativas preservadas ou destinadas para a conservação. ",KLBN,https://ri.klabin.com.br,Empresa Brasileira de Base Florestal. Produtora de Papéis E Cartões Para Embalagens. Embalagens de Papelão Ondulado E Sacos Industriais. Além de Ser Recicladora E Produtora de Toras Para Serrarias.
Sansuy S.A. Indústria de Plásticos,Sansuy,12696,,SNSY,http://www.sansuy.com.br,Indústria E Comércio de Artefatos Plásticos
Siderúrgica JL Aliperti S.A.,Aliperti,12823,,APTI,http://www.aliperti.com.br,Fabricação de Peças E Acessórios Para O Sistema de Direção E Suspensão de Veículos Automotores
Josapar - Joaquim Oliveira S.A. Participações,Josapar,13285,,JOPA,http://www.josapar.com.br,Beneficiamento de Arroz E Participações
Haga S.A. Indústria e Comércio,Haga,13366,,HAGA,http://www.haga.com.br,Industria Metalúrgica - Fab. de Fechaduras P/construção Civil
Metalúrgica Riosulense S.A.,Metalúrgica Riosulense,13439,"A Metalúrgica Riosulense foi fundada em 1946 por João Stramosk em Rio do Sul, SC. A empresa inicialmente prestava serviços de mecânica básica, mas expandiu sua área de atuação dez anos depois ao começar a produzir guias de válvulas para o mercado automotivo. Com o crescimento do mercado automobilístico, a Riosulense passou a se concentrar na produção de autopeças na década de 80. A empresa é uma fornecedora de peças para montadoras e possui um portfólio com mais de 5 mil produtos, atendendo não apenas o mercado nacional, mas também fornecendo peças de reposição para mais de 25 países.",RSUL,https://ri.riosulense.com.br,
POLPAR S.A.,POLPAR,13447,,PPAR,http://www.polpar.com.br,Participação em Outras Empresas
Plascar Participações Industriais S.A.,Plascar,13471,,PLAS,http://www.plascar.com.br,Participação em Outras Empresas
Minupar Participacoes S.A.,Minupar,13765,,MNPR,http://www.minupar.com.br,Participação em Outras Empresas. Bem Como Criação. Abate. Industrialização. Comercialização. importação E Exportação de Carnes E Produtos Derivados de Aves. E Prestação de Serviços A terceiros.
PBG S.A.,Portobello,13773,,PTBL,http://www.portobello.com.br,
São Carlos Empreendimentos e Participações S.A.,São Carlos,13781,"A São Carlos foi fundada em 1989 como controladora da Lojas Americanas S.A. Inicialmente, a empresa atuava no desenvolvimento e na administração de shopping centers, com o objetivo de apoiar a expansão das Lojas Americanas pelo interior do Brasil. Em 1999 ocorreu a cisão dos ativos imobiliários das Lojas Americanas. O modelo de negócio da companhia passou a ser voltado para investimentos em edifícios corporativos. Seu portfólio é composto principalmente de edifícios de escritórios padrão classe A e imóveis de varejo, localizados principalmente nos estados de São Paulo e Rio de Janeiro.",SCAR,https://ri.scsa.com.br,Compra E Venda de Imóveis Prontos Ou A Construir; Locação de Bens Imóveis; Administração de Empreendimentos Imobiliários Próprios Ou de Terceiros; Exercício de Outras Atividades Correlatas; E Outros
Cemepe Investimentos S.A.,Cemepe,13854,,MAPT,http://www.cemepe.com.br,Holding
Suzano S.A.,Suzano,13986,"A Suzano Papel e Celulose é uma empresa brasileira líder mundial no mercado de papel e a maior produtora global de celulose de eucalipto. Com sede em Salvador e São Paulo, a empresa possui operações em cerca de 60 países e é dividida em três unidades de negócio: Florestal, Celulose e Papel. Com cerca de 16 mil funcionários próprios e 20 mil terceiros, a Suzano possui unidades industriais em diversos estados brasileiros e é proprietária da SPP-KSR, a maior empresa distribuidora de produtos gráficos e papéis da América do Sul. Fundada em 1924 pelo imigrante ucraniano Leon Feffer, a história da Suzano está interligada com a própria industrialização brasileira do século XX. Em 2018, a empresa anunciou a fusão com a Fibria, até então a maior produtora de celulose do mundo.",SUZB,https://ri.suzano.com.br,Indústria E Comércio de Papel E Celulose
Randon S.A. Implementos e Participações,Randon,14109,,RAPT,http://www.randon.com.br/ri,Indústria E Comércio de Veíc. Automotores E Rebocados Para A Movimentação E O de Transporte de Materiais; de Implem Para O Transp Rodoviário E Ferroviário E de Aparelhos Mecânicos. Peças
ELETROPAULO METROPOLITANA EL.S.PAULO S.A,ELETROPAULO,14176,,ELPL,http://www.aeseletropaulo.com.br,Distribuição de Energia Elétrica
BRB - Banco de Brasília S.A.,Banco de Brasília,14206,"O Banco de Brasília (BRB) é uma instituição financeira estatal brasileira, criada em 1964 com o objetivo de captar recursos para o desenvolvimento da região do Distrito Federal. Com o passar dos anos, o banco se transformou em um banco múltiplo, oferecendo serviços de diversas carteiras, como Comercial, Câmbio, Desenvolvimento e Imobiliária. Além disso, o BRB possui empresas coligadas e uma participação acionária em outras empresas do setor financeiro. Em 2020, o banco se destacou como o que mais concedeu crédito imobiliário no Distrito Federal e se tornou o patrocinador master do Flamengo, um dos principais clubes de futebol do país.",BSLI,https://ri.brb.com.br,O Brb É Uma Instituição Financeira de Economia Mista. Controlada Pelo Governo Do Distrito Federal. Organizada Sob A Forma de Banco Múltiplo
DIBENS LEASING S.A.- ARREND. MERCANTIL,DIBENS LSG,14214,,DBEN,http://www.itau-unibanco.com.br/dibensleasing,Arrendamento Mercantil
Companhia Paranaense de Energia S.A.,Copel,14311,"A Copel é uma empresa estatal de economia mista responsável pela geração, transmissão e distribuição de energia elétrica em todo o estado do Paraná, além de atuar em outras áreas de investimentos. Fundada em 1954, a empresa abriu seu capital em 1994 e é uma das principais empresas do setor elétrico brasileiro. Com uma capacidade instalada de 6.706,3 megawatts, a Copel opera 48 usinas próprias, das quais 17 são hidrelétricas, uma termelétrica e trinta eólicas, além de participar em outros 15 empreendimentos de geração de energia. A empresa também atua na distribuição de gás, via empresa Compagas.",CPLE,https://ri.copel.com,Geração. Transmissão. Comercialização E Distribuição de Energia Elétrica
Usinas Siderúrgicas de Minas Gerais S.A.,Usiminas,14320,"A Usiminas é uma empresa líder no setor siderúrgico, especializada na produção e comercialização de aços planos. Fundada em 1956 em Coronel Fabriciano, Minas Gerais, a empresa se tornou uma das maiores siderúrgicas do Brasil e da América Latina. Com o apoio do capital e da tecnologia japonesa, a Usiminas foi inaugurada em 1962 no então distrito de Ipatinga, que na época pertencia ao município de Coronel Fabriciano. Atualmente, a empresa faz parte do Sistema Usiminas, formado por empresas que atuam em siderurgia e em negócios onde o aço tem importância estratégica.",USIM,https://ri.usiminas.com,Venda de Produtos Siderúrgicos. Como Chapas Grossas. Laminados A Quente. A Frio. Placas. Galvanizados. Entre Outros.
Whirlpool S.A.,Whirlpool,14346,,WHRL,http://www.whirlpool.com.br,Fabricação E Comercialização de Eletrodomésticos
Companhia Energética de Pernambuco - CELPE,CELPE,14362,"A Neoenergia Pernambuco é uma empresa de distribuição de energia elétrica que atua em todo o estado de Pernambuco e em um município da Paraíba. Fundada em 1965 como uma empresa estatal, foi privatizada em 2000 e adquirida pelo grupo Neoenergia, que é controlado pela empresa espanhola Iberdrola. A empresa atende uma população de mais de 9,5 milhões de habitantes e é responsável pela distribuição de energia elétrica em 184 municípios. A Neoenergia Pernambuco é regulada pela ANEEL, que define anualmente os reajustes tarifários.",CEPE,http://www.celpe.com.br,Estudar. Projetar. Construir E Explorar Os Sistemas de Distribuição E Comercialização Aos Consumidores Finais de Energia Elétrica. Bem Como A Geraçãa de Energia Elétrica em Sistema Isolado.
Companhia de Saneamento Básico do Estado de São Paulo,Sabesp,14443,"A Sabesp é uma empresa brasileira que detém a concessão dos serviços públicos de saneamento básico no Estado de São Paulo. Com uma atuação que abrange 371 dos 645 municípios paulistas, a empresa é responsável pelo abastecimento de água e coleta de esgotos de 26 milhões de pessoas. A Sabesp é uma empresa de economia mista e capital aberto, com ações negociadas nas bolsas de valores de São Paulo e de Nova York. A empresa tem como objetivo garantir a sustentabilidade econômica e financeira, além de oferecer serviços de qualidade a toda a população paulista.",SBSP,https://ri.sabesp.com.br/,Abastecimento de água. Esgotamento Sanitário. Drenagem E Manejo de águas Pluviais Urbanas. Limpeza Urbana. Manejo de Resíduos Sólidos E Energia.
COMPANHIA ENERGÉTICA DE BRASÍLIA - CEB,CEB,14451,"A Companhia Energética de Brasília (CEB) é uma empresa de energia elétrica que atua no Centro-Oeste do Brasil. Fundada em 1968, a empresa é uma holding composta por oito empresas, incluindo a CEB Geração, CEB Lajeado, CEB Participações, CEB Iluminação Pública, Companhia Brasiliense de Gás, entre outras. Em 2020, a CEB Distribuição foi privatizada e adquirida pela Neoenergia, empresa que controla outras distribuidoras de energia elétrica no Brasil. Com a privatização, a empresa mudou de nome e passou a se chamar Neoenergia Brasília.",CEBR,http://www.ceb.com.br,Holding/geração E Distribuição de Energia Elétrica
Cyrela Brazil Realty S.A. Empreendimentos e Participações,Cyrela,14460,"A Cyrela é uma das principais incorporadoras e construtoras de imóveis residenciais do Brasil, com atuação em diversos estados do país, além da Argentina e Uruguai. Reconhecida por sua excelência em qualidade e inovação, a empresa já recebeu diversos prêmios e é considerada uma das marcas mais valiosas do país. Com empreendimentos de destaque, como o Faria Lima Financial Center e o Le Parc Residential Resort, a Cyrela é uma referência no mercado imobiliário brasileiro.",CYRE,http://www.cyrela.com.br,Incorporação Imobiliária
Companhia de Eletricidade do Estado da Bahia - COELBA,COELBA,14524,"A EPCL - Empreendimentos, Projetos e Construções é uma empresa brasileira do ramo de energia elétrica e construções, sediada na cidade de Brumado, na Bahia. Com uma vasta experiência na construção, manutenção e expansão de redes elétricas de alta e baixa tensão, a empresa é uma das principais do ramo na Bahia, atuando em parceria com grandes grupos do setor elétrico, como a Neoenergia, a Equatorial Energia e a Enel Brasil. Além disso, a EPCL também pode exercer atividades em outras áreas, como construção de rodovias e ferrovias, obras de terraplenagem, transporte coletivo, serviços de engenharia, entre outros. Com uma atuação em diversos estados do país, a empresa é reconhecida pela qualidade de seus serviços, tendo recebido os selos ISO 9001, 14001 e 45001.",CEEB,http://www.coelba.com.br,Serviço Público de Distribuição de Energia Elétrica
Energisa Mato Grosso - Distribuidora de Energia S.A.,Energisa MT,14605,,ENMT,http://www.energisa.com.br,Distribuição de Energia Elétrica
Schulz S.A.,Schulz,14664,"A Schulz é uma empresa brasileira fundada em 1963, sediada em Joinville, SC, e é a maior fabricante de compressores de ar da América Latina. A empresa conquistou a liderança na América Latina em 1985 e, ainda no final da década, tornou-se a primeira empresa brasileira a desenvolver compressores rotativos de parafuso com engenharia própria. A empresa é reconhecida como uma das mais completas fábricas de compressores de ar do mundo e oferece uma linha completa de geração, tratamento e armazenamento de ar comprimido, além de ferramentas pneumáticas e elétricas e acessórios para uso residencial, profissional e industrial.",SHUL,https://ri.schulzsa.com,Indústria Metalúrgica
Companhia Hering S.A.,Hering,14761,"A Companhia Hering é uma empresa brasileira com mais de 140 anos de história, especializada em vestuário e com uma forte presença no mercado de moda brasileiro. Com a marca Hering, a empresa é conhecida por oferecer produtos de qualidade e com um estilo casual e despojado. Além disso, a empresa também é responsável pelas marcas Hering Kids, Dzarm e PUC, que atuam no mercado de moda infantil. Com mais de 400 lojas franqueadas em todo o país e uma presença forte no e-commerce, a Companhia Hering é uma das principais referências no mercado de moda brasileiro.",HGTX,http://www.ciahering.com.br,Confecção de Artigos Do Vestuário E Acessórios
CIMS SA,CIMS,14818,,CMSA,http://www.cims.com.br,Participação No Capital de Outras Empresas
Companhia Brasileira de Distribuição,Grupo Pão de Açúcar,14826,"O GPA é uma das maiores empresas de varejo alimentar da América do Sul, com uma presença significativa no Brasil, Colômbia, Uruguai e Argentina. Com um modelo de negócios multicanal, multiformato e multi região, a empresa é proprietária de várias das principais marcas do setor, incluindo Pão de Açúcar, Extra e Compre Bem. A empresa tem uma longa história de expansão e aquisições, e é conhecida por sua capacidade de se adaptar e inovar no setor de varejo. Com uma equipe de mais de 51.000 funcionários, a empresa é um importante empregador e um líder no setor de varejo.",PCAR,https://www.gpari.com.br,Comércio Varejista
Companhia Energética do Ceará S.A.,Coelce,14869,"A Enel Distribuição Ceará é uma empresa de distribuição de energia elétrica que atua em todo o estado do Ceará, atendendo cerca de 4,38 milhões de unidades consumidoras em 184 municípios. Com uma ampla rede de atendimento, que inclui 27 centros operacionais e 188 lojas de atendimento, a empresa é reconhecida pela qualidade de seus serviços e pela excelência em atendimento ao cliente. Além disso, a Enel Ceará é uma das distribuidoras de energia elétrica mais premiadas do país, tendo sido eleita a melhor distribuidora de energia elétrica do Brasil pela Associação Brasileira de Distribuidores de Energia Elétrica (Abradee) em seis ocasiões.",COCE,http://www.eneldistribuicao.com.br/ce/,Distribuição de Energia Elétrica.
LITEL PARTICIPACOES SA,LITEL,15091,,LTEL,http://www.litelbrasil.com.br,
